id	filename	md5	size	state
cca12e1f-e86a-4cdd-801b-47278cd34138	cca12e1f-e86a-4cdd-801b-47278cd34138/191aa531-3494-42fa-8996-af204937fa87.mirbase21.mirnas.quantification.txt	7754a5104ed360c1096bb35482be10ac	50213	validated
cd27feb0-46e2-46a0-9517-3e51f704526f	cd27feb0-46e2-46a0-9517-3e51f704526f/b6315f3a-b332-4b8a-8f32-682a5153eb3d.mirbase21.mirnas.quantification.txt	5966379c89dd29cbd9f8c45960d35123	50351	validated
cf594c07-8200-4e5c-a0bc-dcf2ea55f2b2	cf594c07-8200-4e5c-a0bc-dcf2ea55f2b2/26e7326d-6c1e-4af5-ab54-78be4526d569.mirbase21.mirnas.quantification.txt	ec8b87293b53c00fc6a88d04d8d66469	50133	validated
d06ba3b8-0e99-4536-bbdb-3e6415d9adbc	d06ba3b8-0e99-4536-bbdb-3e6415d9adbc/dc302f21-11d9-458d-a09a-2e6f0699a04f.mirbase21.mirnas.quantification.txt	9f4106abbc3dfadc099212d3a97580fb	50404	validated
d0c369f0-55fe-41ee-be36-0984f72ca153	d0c369f0-55fe-41ee-be36-0984f72ca153/69f6ed98-6cab-4404-b8ee-6f4c2fc72f64.mirbase21.mirnas.quantification.txt	110071fe40d9f5615a7483f9ac09beeb	50355	validated
d1573eaf-1557-4cfd-bd29-d02395e12d12	d1573eaf-1557-4cfd-bd29-d02395e12d12/13eae60e-6622-4a9f-a67f-3b6558a61b64.mirbase21.mirnas.quantification.txt	736182972e98673fb1582f9d086da4f3	50390	validated
d1640998-a089-4aa2-93c6-c397c1317021	d1640998-a089-4aa2-93c6-c397c1317021/6aeec5ae-b247-4f8a-b00f-a60c87b9c57c.mirbase21.mirnas.quantification.txt	0214c3ff4018a01813414fa2e066bc39	50175	validated
d43fb380-ef52-46c3-9141-fa66985f79f9	d43fb380-ef52-46c3-9141-fa66985f79f9/a5ace577-a313-4622-9151-3154a21c46ba.mirbase21.mirnas.quantification.txt	239f8911df9ef87f03065207c08a9ef8	50667	validated
d8ba49ed-3a1e-4785-be41-ac4d4b5ea418	d8ba49ed-3a1e-4785-be41-ac4d4b5ea418/f4cf52b7-3924-4d13-9b83-7680b8b0d4a0.mirbase21.mirnas.quantification.txt	beda3dfc594dae4f09f1e737ffdcd364	50339	validated
dab72bac-ecc7-44a7-bc1e-796af86f9cc1	dab72bac-ecc7-44a7-bc1e-796af86f9cc1/e3d9c827-e270-4f6e-9a59-d57b38c10d33.mirbase21.mirnas.quantification.txt	a568a94405d37734ab28bf2530028980	50246	validated
daf89bb5-9f20-4ad0-8958-e99b54d2c108	daf89bb5-9f20-4ad0-8958-e99b54d2c108/0d206137-dd6e-466f-9966-30331b36bd31.mirbase21.mirnas.quantification.txt	ad1d16d9435da9ac8d63872fd9b432ff	50221	validated
df341b71-c88e-45ad-96fd-b5c4e1c725c5	df341b71-c88e-45ad-96fd-b5c4e1c725c5/ff410495-335f-42d8-8654-b7610dd42f74.mirbase21.mirnas.quantification.txt	581d798f81376bba20ab0ae293526900	50351	validated
e210c1c9-007b-4bcb-97bb-2db5e52ae85b	e210c1c9-007b-4bcb-97bb-2db5e52ae85b/f888aada-7c47-4581-9739-6e6d861ab810.mirbase21.mirnas.quantification.txt	e3b4baec1f5fbfe0cb89c2141277f5b0	50398	validated
e36694c5-431c-4405-acbc-cc56b32ea4b5	e36694c5-431c-4405-acbc-cc56b32ea4b5/dbc68340-b121-4f8b-86f6-5baee0ae60c2.mirbase21.mirnas.quantification.txt	b1ad6658fcfd1023315f40e9f14403f0	50325	validated
e4995657-4555-4db6-af97-6a7a9965fec7	e4995657-4555-4db6-af97-6a7a9965fec7/1af7f065-5d17-44eb-b134-2ccaf0c4d7f3.mirbase21.mirnas.quantification.txt	0b9c761fea3007e0d7b04af3591c2ec9	50334	validated
e58ae089-e62e-461a-a5aa-2ec61a41c172	e58ae089-e62e-461a-a5aa-2ec61a41c172/de38b7a0-e739-4a51-bdbf-54b50ff5cd7d.mirbase21.mirnas.quantification.txt	eca77b90b69114057cbd868b62ba833f	50332	validated
e9822593-07eb-4277-b5b7-6e02ddc209ef	e9822593-07eb-4277-b5b7-6e02ddc209ef/4aa6a9ab-1b21-4a02-849d-06d409385eb9.mirbase21.mirnas.quantification.txt	2541f7e27f5d3846e3940bd22b7ae990	50273	validated
ed1b33f8-0ae7-45b1-a04d-bdcb09dcb52b	ed1b33f8-0ae7-45b1-a04d-bdcb09dcb52b/7076fbac-331c-4a9e-b6ca-a0e3d175fe3a.mirbase21.mirnas.quantification.txt	7b11215f7eef7574968c06615a40f7e0	50179	validated
ee9de52f-38c4-48df-a1a1-cd855831350f	ee9de52f-38c4-48df-a1a1-cd855831350f/45ba4f12-f418-4d4d-aa2b-418e6678ee5c.mirbase21.mirnas.quantification.txt	b808af418deb445b117f342fbe8922f7	50238	validated
f0267b76-ffba-4dce-9b1b-b79bae0180a7	f0267b76-ffba-4dce-9b1b-b79bae0180a7/da071e62-1257-41ce-8095-8071c479e23d.mirbase21.mirnas.quantification.txt	f4aa5cf6abf5c3d02bb3327846b96088	49978	validated
f29dd584-9bef-4a38-9794-ee2bcbca74b5	f29dd584-9bef-4a38-9794-ee2bcbca74b5/4b69f0d4-5d54-418a-8fbf-b5e28a0c3652.mirbase21.mirnas.quantification.txt	2bf7779d2999f37838f2ecf392f1101d	50542	validated
f9d4818a-dbce-42e3-a9d2-4ed427e4f677	f9d4818a-dbce-42e3-a9d2-4ed427e4f677/4cedeef4-d1a0-4016-83fc-c21bd6fbe551.mirbase21.mirnas.quantification.txt	485cb0889cf0e823821d7ae6cc9868be	50395	validated
fce682ec-c221-439d-8423-a41bf0801537	fce682ec-c221-439d-8423-a41bf0801537/681ecf0b-0418-444e-98f5-148f1a957b2b.mirbase21.mirnas.quantification.txt	0abdfb9eadc82083b9af897efd0c140d	49989	validated
